   3.8000000e+01   1.7000000e+01   0.0000000e+00
   2.0045491e+00   1.2000000e+01   0.0000000e+00
   1.0912551e-02   1.6129032e+01  -2.5000000e+01
   1.1611332e-02   1.6129032e+01  -2.2000000e+01
   1.2255092e-02   1.6129032e+01  -1.9000000e+01
   1.2831077e-02   1.6129032e+01  -1.6000000e+01
   1.3327529e-02   1.6129032e+01  -1.3000000e+01
   1.3734066e-02   1.6129032e+01  -1.0000000e+01
   1.4042022e-02   1.6129032e+01  -7.0000000e+00
   1.4244740e-02   1.6129032e+01  -4.0000000e+00
   1.4337793e-02   1.6129032e+01  -1.0000000e+00
   1.4319137e-02   1.6129032e+01   2.0000000e+00
   1.4189182e-02   1.6129032e+01   5.0000000e+00
   1.3950779e-02   1.6129032e+01   8.0000000e+00
   1.3609118e-02   1.6129032e+01   1.1000000e+01
   1.3171555e-02   1.6129032e+01   1.4000000e+01
   1.2647363e-02   1.6129032e+01   1.7000000e+01
   1.2047423e-02   1.6129032e+01   2.0000000e+01
   1.1383867e-02   1.6129032e+01   2.3000000e+01
   1.2456542e-02   1.5625000e+01  -2.5000000e+01
   1.3396478e-02   1.5625000e+01  -2.2000000e+01
   1.4271079e-02   1.5625000e+01  -1.9000000e+01
   1.5060343e-02   1.5625000e+01  -1.6000000e+01
   1.5745545e-02   1.5625000e+01  -1.3000000e+01
   1.6309933e-02   1.5625000e+01  -1.0000000e+01
   1.6739386e-02   1.5625000e+01  -7.0000000e+00
   1.7022970e-02   1.5625000e+01  -4.0000000e+00
   1.7153374e-02   1.5625000e+01  -1.0000000e+00
   1.7127218e-02   1.5625000e+01   2.0000000e+00
   1.6945179e-02   1.5625000e+01   5.0000000e+00
   1.6611974e-02   1.5625000e+01   8.0000000e+00
   1.6136160e-02   1.5625000e+01   1.1000000e+01
   1.5529789e-02   1.5625000e+01   1.4000000e+01
   1.4807927e-02   1.5625000e+01   1.7000000e+01
   1.3988058e-02   1.5625000e+01   2.0000000e+01
   1.3089415e-02   1.5625000e+01   2.3000000e+01
   1.3735558e-02   1.5151515e+01  -2.5000000e+01
   1.4951825e-02   1.5151515e+01  -2.2000000e+01
   1.6096397e-02   1.5151515e+01  -1.9000000e+01
   1.7139381e-02   1.5151515e+01  -1.6000000e+01
   1.8052270e-02   1.5151515e+01  -1.3000000e+01
   1.8809194e-02   1.5151515e+01  -1.0000000e+01
   1.9388085e-02   1.5151515e+01  -7.0000000e+00
   1.9771707e-02   1.5151515e+01  -4.0000000e+00
   1.9948473e-02   1.5151515e+01  -1.0000000e+00
   1.9912999e-02   1.5151515e+01   2.0000000e+00
   1.9666369e-02   1.5151515e+01   5.0000000e+00
   1.9216076e-02   1.5151515e+01   8.0000000e+00
   1.8575668e-02   1.5151515e+01   1.1000000e+01
   1.7764093e-02   1.5151515e+01   1.4000000e+01
   1.6804809e-02   1.5151515e+01   1.7000000e+01
   1.5724701e-02   1.5151515e+01   2.0000000e+01
   1.4552876e-02   1.5151515e+01   2.3000000e+01
   1.4763700e-02   1.4705882e+01  -2.5000000e+01
   1.6292019e-02   1.4705882e+01  -2.2000000e+01
   1.7748690e-02   1.4705882e+01  -1.9000000e+01
   1.9090712e-02   1.4705882e+01  -1.6000000e+01
   2.0276210e-02   1.4705882e+01  -1.3000000e+01
   2.1266537e-02   1.4705882e+01  -1.0000000e+01
   2.2028289e-02   1.4705882e+01  -7.0000000e+00
   2.2535118e-02   1.4705882e+01  -4.0000000e+00
   2.2769191e-02   1.4705882e+01  -1.0000000e+00
   2.2722190e-02   1.4705882e+01   2.0000000e+00
   2.2395789e-02   1.4705882e+01   5.0000000e+00
   2.1801558e-02   1.4705882e+01   8.0000000e+00
   2.0960304e-02   1.4705882e+01   1.1000000e+01
   1.9900910e-02   1.4705882e+01   1.4000000e+01
   1.8658741e-02   1.4705882e+01   1.7000000e+01
   1.7273751e-02   1.4705882e+01   2.0000000e+01
   1.5788423e-02   1.4705882e+01   2.3000000e+01
   1.5630682e-02   1.4285714e+01  -2.5000000e+01
   1.7515796e-02   1.4285714e+01  -2.2000000e+01
   1.9338462e-02   1.4285714e+01  -1.9000000e+01
   2.1038512e-02   1.4285714e+01  -1.6000000e+01
   2.2555919e-02   1.4285714e+01  -1.3000000e+01
   2.3834201e-02   1.4285714e+01  -1.0000000e+01
   2.4823807e-02   1.4285714e+01  -7.0000000e+00
   2.5485214e-02   1.4285714e+01  -4.0000000e+00
   2.5791464e-02   1.4285714e+01  -1.0000000e+00
   2.5729930e-02   1.4285714e+01   2.0000000e+00
   2.5303158e-02   1.4285714e+01   5.0000000e+00
   2.4528690e-02   1.4285714e+01   8.0000000e+00
   2.3437913e-02   1.4285714e+01   1.1000000e+01
   2.2074008e-02   1.4285714e+01   1.4000000e+01
   2.0489198e-02   1.4285714e+01   1.7000000e+01
   1.8741530e-02   1.4285714e+01   2.0000000e+01
   1.6891450e-02   1.4285714e+01   2.3000000e+01
   1.6488167e-02   1.3888889e+01  -2.5000000e+01
   1.8797680e-02   1.3888889e+01  -2.2000000e+01
   2.1066828e-02   1.3888889e+01  -1.9000000e+01
   2.3212783e-02   1.3888889e+01  -1.6000000e+01
   2.5150554e-02   1.3888889e+01  -1.3000000e+01
   2.6798391e-02   1.3888889e+01  -1.0000000e+01
   2.8083349e-02   1.3888889e+01  -7.0000000e+00
   2.8946506e-02   1.3888889e+01  -4.0000000e+00
   2.9347325e-02   1.3888889e+01  -1.0000000e+00
   2.9266732e-02   1.3888889e+01   2.0000000e+00
   2.8708574e-02   1.3888889e+01   5.0000000e+00
   2.7699328e-02   1.3888889e+01   8.0000000e+00
   2.6286071e-02   1.3888889e+01   1.1000000e+01
   2.4532936e-02   1.3888889e+01   1.4000000e+01
   2.2516412e-02   1.3888889e+01   1.7000000e+01
   2.0319950e-02   1.3888889e+01   2.0000000e+01
   1.8028395e-02   1.3888889e+01   2.3000000e+01
   1.7495397e-02   1.3513514e+01  -2.5000000e+01
   2.0333613e-02   1.3513514e+01  -2.2000000e+01
   2.3172689e-02   1.3513514e+01  -1.9000000e+01
   2.5899407e-02   1.3513514e+01  -1.6000000e+01
   2.8393737e-02   1.3513514e+01  -1.3000000e+01
   3.0537278e-02   1.3513514e+01  -1.0000000e+01
   3.2222327e-02   1.3513514e+01  -7.0000000e+00
   3.3360645e-02   1.3513514e+01  -4.0000000e+00
   3.3890946e-02   1.3513514e+01  -1.0000000e+00
   3.3784232e-02   1.3513514e+01   2.0000000e+00
   3.3046361e-02   1.3513514e+01   5.0000000e+00
   3.1717524e-02   1.3513514e+01   8.0000000e+00
   2.9868709e-02   1.3513514e+01   1.1000000e+01
   2.7595556e-02   1.3513514e+01   1.4000000e+01
   2.5010342e-02   1.3513514e+01   1.7000000e+01
   2.2233008e-02   1.3513514e+01   2.0000000e+01
   1.9382196e-02   1.3513514e+01   2.3000000e+01
   1.8712851e-02   1.3157895e+01  -2.5000000e+01
   2.2219985e-02   1.3157895e+01  -2.2000000e+01
   2.5798956e-02   1.3157895e+01  -1.9000000e+01
   2.9295906e-02   1.3157895e+01  -1.6000000e+01
   3.2541359e-02   1.3157895e+01  -1.3000000e+01
   3.5363234e-02   1.3157895e+01  -1.0000000e+01
   3.7601558e-02   1.3157895e+01  -7.0000000e+00
   3.9123171e-02   1.3157895e+01  -4.0000000e+00
   3.9834583e-02   1.3157895e+01  -1.0000000e+00
   3.9691295e-02   1.3157895e+01   2.0000000e+00
   3.8702309e-02   1.3157895e+01   5.0000000e+00
   3.6929213e-02   1.3157895e+01   8.0000000e+00
   3.4479962e-02   1.3157895e+01   1.1000000e+01
   3.1498212e-02   1.3157895e+01   1.4000000e+01
   2.8149642e-02   1.3157895e+01   1.7000000e+01
   2.4607049e-02   1.3157895e+01   2.0000000e+01
   2.1036022e-02   1.3157895e+01   2.3000000e+01
   1.9956361e-02   1.2820513e+01  -2.5000000e+01
   2.4267882e-02   1.2820513e+01  -2.2000000e+01
   2.8766391e-02   1.2820513e+01  -1.9000000e+01
   3.3246541e-02   1.2820513e+01  -1.6000000e+01
   3.7471702e-02   1.2820513e+01  -1.3000000e+01
   4.1193494e-02   1.2820513e+01  -1.0000000e+01
   4.4175258e-02   1.2820513e+01  -7.0000000e+00
   4.6216458e-02   1.2820513e+01  -4.0000000e+00
   4.7174608e-02   1.2820513e+01  -1.0000000e+00
   4.6981431e-02   1.2820513e+01   2.0000000e+00
   4.5650763e-02   1.2820513e+01   5.0000000e+00
   4.3276943e-02   1.2820513e+01   8.0000000e+00
   4.0023947e-02   1.2820513e+01   1.1000000e+01
   3.6106984e-02   1.2820513e+01   1.4000000e+01
   3.1769353e-02   1.2820513e+01   1.7000000e+01
   2.7257985e-02   1.2820513e+01   2.0000000e+01
   2.2800989e-02   1.2820513e+01   2.3000000e+01
   2.0702742e-02   1.2500000e+01  -2.5000000e+01
   2.5848926e-02   1.2500000e+01  -2.2000000e+01
   3.1351807e-02   1.2500000e+01  -1.9000000e+01
   3.6949350e-02   1.2500000e+01  -1.6000000e+01
   4.2322895e-02   1.2500000e+01  -1.3000000e+01
   4.7124900e-02   1.2500000e+01  -1.0000000e+01
   5.1014862e-02   1.2500000e+01  -7.0000000e+00
   5.3698442e-02   1.2500000e+01  -4.0000000e+00
   5.4963699e-02   1.2500000e+01  -1.0000000e+00
   5.4708324e-02   1.2500000e+01   2.0000000e+00
   5.2953086e-02   1.2500000e+01   5.0000000e+00
   4.9839090e-02   1.2500000e+01   8.0000000e+00
   4.5609328e-02   1.2500000e+01   1.1000000e+01
   4.0577829e-02   1.2500000e+01   1.4000000e+01
   3.5091751e-02   1.2500000e+01   1.7000000e+01
   2.9492679e-02   1.2500000e+01   2.0000000e+01
   2.4082973e-02   1.2500000e+01   2.3000000e+01
   2.0255476e-02   1.2195122e+01  -2.5000000e+01
   2.6039148e-02   1.2195122e+01  -2.2000000e+01
   3.2393769e-02   1.2195122e+01  -1.9000000e+01
   3.9010447e-02   1.2195122e+01  -1.6000000e+01
   4.5488168e-02   1.2195122e+01  -1.3000000e+01
   5.1369698e-02   1.2195122e+01  -1.0000000e+01
   5.6192688e-02   1.2195122e+01  -7.0000000e+00
   5.9548466e-02   1.2195122e+01  -4.0000000e+00
   6.1138383e-02   1.2195122e+01  -1.0000000e+00
   6.0817088e-02   1.2195122e+01   2.0000000e+00
   5.8614149e-02   1.2195122e+01   5.0000000e+00
   5.4729625e-02   1.2195122e+01   8.0000000e+00
   4.9504500e-02   1.2195122e+01   1.1000000e+01
